statement1,statement2,label1,label2,combined_label,label
 I predict this person will evade accountability.                 , I doubt this person values our relationship.                     , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 This person's presence unsettles my emotional state.             , My feelings toward this person are predominantly negative.       , Affective        , Affective        , Affective        _ Affective        ,1
 I avoid responding to this person's attempts to get closer.      , This person's motivations seem deceptive.                        , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I'm reluctant to involve this person in my plans.                , My instincts prompt me to stay guarded around this person.       , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I suspect this person feigns friendliness.                       , I imagine this person taking credit for my work.                 , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I feel defensive when this person is involved.                   , I choose not to rely on this person for support.                 , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I steer clear of relying on this person's input.                 , I experience persistent negativity toward this person.           , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I imagine this person taking credit for my work.                 , This person might manipulate situations for their gain.          , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 Trusting this person feels like a potential risk.                , I ensure minimal contact with this person.                       , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 I foresee this person acting selfishly in our interactions.      , I expect this person to be disingenuous.                         , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I withhold sharing important details with this individual.       , This person might manipulate situations for their gain.          , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I will not seek advice from this person.                         , I avoid joint ventures with this individual.                     , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 This person's demeanor triggers unease in me.                    , I suspect this person feigns friendliness.                       , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I feel defensive when this person is involved.                   , I envision this person overlooking my needs.                     , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I have an instinctive wariness toward this individual.           , I suspect hidden agendas in this person's behavior.              , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I sense a growing discomfort with this individual.               , There's a probability of being deceived by this person.          , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 This person appears likely to be duplicitous.                    , I suspect this person feigns friendliness.                       , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I doubt this person will support me when needed.                 , I envision this person overlooking my needs.                     , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I suspect this person feigns friendliness.                       , Doubts haunt me in interactions with this individual.            , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I doubt this person values our relationship.                     , I'm unsure if this person will betray my confidence.             , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I sidestep financial dealings with this person.                  , I imagine this person taking credit for my work.                 , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I doubt the veracity of this person's assurances.                , I question the ethics of this person's practices.                , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I experience unease in this person's vicinity.                   , This person can't be counted on for confidentiality.             , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I question the sincerity of this person's words.                 , I feel defensive when this person is involved.                   , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I doubt this person will support me when needed.                 , This person's demeanor triggers unease in me.                    , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 It's foreseeable this person will breach my trust.               , My demeanor shifts to caution with this individual.              , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I suspect this person is hiding their true motives.              , I feel uneasy when this person approaches.                       , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 My feelings toward this person are predominantly negative.       , I keep my problems to myself around this person.                 , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I assume this person speaks insincerely about me to others.      , I abandon any thoughts of collaboration with this person.        , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 This person's demeanor triggers unease in me.                    , This person's actions evoke distressing emotions in me.          , Affective        , Affective        , Affective        _ Affective        ,1
 I hold back from involving this person in critical tasks.        , I consciously avoid letting my guard down with this person.      , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I have a visceral reaction when encountering this individual.    , My nerves become alert around this person.                       , Affective        , Affective        , Affective        _ Affective        ,1
 I do not delegate responsibilities to this person.               , I'm unsure if this person will betray my confidence.             , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I abstain from inviting this person to personal events.          , I expect inconsistency in this person's promises.                , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I anticipate deception in this person's actions.                 , I have a visceral reaction when encountering this individual.    , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I'm unsure if this person will betray my confidence.             , I suspect this person feigns friendliness.                       , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I feel nervous around this person.                               , I have a visceral reaction when encountering this individual.    , Affective        , Affective        , Affective        _ Affective        ,1
 I assume this person is not forthcoming.                         , I fear hidden malice in this person's actions.                   , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I question the ethics of this person's practices.                , This person's presence leaves me with apprehension.              , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I doubt this person will support me when needed.                 , I ensure minimal contact with this person.                       , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 I doubt this person values our relationship.                     , I have an instinctive wariness toward this individual.           , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I harbor feelings of resentment toward this person.              , It's foreseeable this person will breach my trust.               , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I don't entertain partnerships with this person.                 , I ensure minimal contact with this person.                       , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I steer clear of relying on this person's input.                 , I feel defensive when this person is involved.                   , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 Doubts haunt me in interactions with this individual.            , I refrain from investing trust in this relationship.             , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I choose not to rely on this person for support.                 , I assume this person speaks insincerely about me to others.      , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I maintain emotional distance from this person.                  , I'm reluctant to involve this person in my plans.                , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I find myself tense during our interactions.                     , I refuse to depend on this person for anything significant.      , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I emotionally retract with this person nearby.                   , This person's presence leaves me with apprehension.              , Affective        , Affective        , Affective        _ Affective        ,1
 I abandon any thoughts of collaboration with this person.        , I believe this person will not act in my best interest.          , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I do not delegate responsibilities to this person.               , I fear hidden malice in this person's actions.                   , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 My emotions feel unsettled around this person.                   , I feel ill at ease trusting this person.                         , Affective        , Affective        , Affective        _ Affective        ,1
 I find myself tense during our interactions.                     , I avoid discussing personal matters with this person.            , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I suspect this person feigns friendliness.                       , I choose not to rely on this person for support.                 , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 This person can't be counted on for confidentiality.             , I doubt the veracity of this person's assurances.                , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I experience mounting distrust toward this person.               , I have a visceral reaction when encountering this individual.    , Affective        , Affective        , Affective        _ Affective        ,1
 I envision this person overlooking my needs.                     , My intuition warns me against this individual.                   , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I experience mounting distrust toward this person.               , I steer clear of relying on this person's input.                 , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I doubt the veracity of this person's assurances.                , It's foreseeable this person will breach my trust.               , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I harbor feelings of resentment toward this person.              , I feel vulnerable in the presence of this individual.            , Affective        , Affective        , Affective        _ Affective        ,1
 I refrain from investing trust in this relationship.             , I consciously avoid letting my guard down with this person.      , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I shun forming close bonds with this individual.                 , I deliberately keep this relationship at arm's length.           , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I have a visceral reaction when encountering this individual.    , There's a probability of being deceived by this person.          , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I feel threatened by this person's potential actions.            , I hesitate to engage deeply with this person.                    , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I suspect hidden agendas in this person's behavior.              , I sense stress building in this person's presence.               , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I feel cautious and protective around this person.               , This person might manipulate situations for their gain.          , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I sense a growing discomfort with this individual.               , I predict this person will evade accountability.                 , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I doubt the honesty of this person's intentions.                 , I feel cautious and protective around this person.               , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 This person seems opportunistic in our dealings.                 , This person's motivations seem deceptive.                        , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I experience dread when meeting this individual.                 , I avoid joint ventures with this individual.                     , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I deliberately keep this relationship at arm's length.           , This individual might exploit my vulnerabilities.                , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I envision this person overlooking my needs.                     , There's a probability of being deceived by this person.          , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I sidestep leaving my belongings unguarded around this person.   , I hesitate to engage deeply with this person.                    , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 This individual's integrity seems compromised.                   , I feel cautious and protective around this person.               , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 Anxiety grips me in this person's presence.                      , This person seems opportunistic in our dealings.                 , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 There's a high chance of betrayal with this individual.          , I suspect this person is hiding their true motives.              , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I believe this person will not act in my best interest.          , I imagine this person seeking to outsmart me.                    , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I imagine this person taking credit for my work.                 , I keep my problems to myself around this person.                 , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 My emotions feel unsettled around this person.                   , This person's presence leaves me with apprehension.              , Affective        , Affective        , Affective        _ Affective        ,1
 I keep my problems to myself around this person.                 , My mood shifts to cautiousness when this person is near.         , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 This person's actions evoke distressing emotions in me.          , I feel ill at ease trusting this person.                         , Affective        , Affective        , Affective        _ Affective        ,1
 This person seems opportunistic in our dealings.                 , I'm unsure if this person will betray my confidence.             , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I sidestep leaving my belongings unguarded around this person.   , I suspect hidden agendas in this person's behavior.              , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 This person's motivations seem deceptive.                        , I sense stress building in this person's presence.               , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I choose not to initiate contact with this individual.           , I refrain from investing trust in this relationship.             , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I foresee this person acting selfishly in our interactions.      , I anticipate falsehoods in this individual's narratives.         , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I ensure minimal contact with this person.                       , I fear hidden malice in this person's actions.                   , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I avoid discussing personal matters with this person.            , I assume this person speaks insincerely about me to others.      , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I consciously limit our interactions.                            , This person appears likely to be duplicitous.                    , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 My demeanor shifts to caution with this individual.              , I anticipate deception in this person's actions.                 , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I predict mistrust growing in this relationship.                 , I have a visceral reaction when encountering this individual.    , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I suspect hidden agendas in this person's behavior.              , I feel threatened by this person's potential actions.            , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 My instincts prompt me to stay guarded around this person.       , I consciously limit our interactions.                            , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 This person seems unreliable in keeping promises.                , I predict this person will evade accountability.                 , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I will not seek advice from this person.                         , I consciously avoid letting my guard down with this person.      , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I experience persistent negativity toward this person.           , I feel uneasy when this person approaches.                       , Affective        , Affective        , Affective        _ Affective        ,1
 I steer clear of relying on this person's input.                 , I feel nervous around this person.                               , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I feel cautious and protective around this person.               , This person can't be counted on for confidentiality.             , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 This person's presence leaves me with apprehension.              , I don't entertain partnerships with this person.                 , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I sidestep financial dealings with this person.                  , This person can't be counted on for confidentiality.             , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 My mood shifts to cautiousness when this person is near.         , I hold back from involving this person in critical tasks.        , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 My mood shifts to cautiousness when this person is near.         , I anticipate deception in this person's actions.                 , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I emotionally retract with this person nearby.                   , I do not engage in confidences with this person.                 , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I refrain from making plans involving this individual.           , I opt out of team projects with this individual.                 , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I doubt the honesty of this person's intentions.                 , This person's demeanor triggers unease in me.                    , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I experience unease in this person's vicinity.                   , I abandon any thoughts of collaboration with this person.        , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I suspect this person is hiding their true motives.              , I sense a growing discomfort with this individual.               , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I ensure minimal contact with this person.                       , This person appears likely to be duplicitous.                    , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I suspect this person feigns friendliness.                       , My instincts prompt me to stay guarded around this person.       , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I maintain emotional distance from this person.                  , I sidestep financial dealings with this person.                  , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I ensure minimal contact with this person.                       , This person can't be counted on for confidentiality.             , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I hold back from involving this person in critical tasks.        , There's a high chance of betrayal with this individual.          , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I'm cautious not to include this person in private affairs.      , My mood shifts to cautiousness when this person is near.         , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I experience unease in this person's vicinity.                   , I consciously limit our interactions.                            , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I feel cautious and protective around this person.               , My emotions feel unsettled around this person.                   , Affective        , Affective        , Affective        _ Affective        ,1
 I steer clear of relying on this person's input.                 , I keep my problems to myself around this person.                 , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I doubt the veracity of this person's assurances.                , I choose not to rely on this person for support.                 , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 This person seems opportunistic in our dealings.                 , I sidestep financial dealings with this person.                  , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 I abstain from inviting this person to personal events.          , I refrain from investing trust in this relationship.             , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I am uneasy about potential conflicts with this person.          , I suspect this person is hiding their true motives.              , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I experience persistent negativity toward this person.           , I doubt this person will support me when needed.                 , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I doubt this person will support me when needed.                 , I assume this person is not forthcoming.                         , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 Doubts haunt me in interactions with this individual.            , My demeanor shifts to caution with this individual.              , Affective        , Affective        , Affective        _ Affective        ,1
 It's foreseeable this person will breach my trust.               , I expect inconsistency in this person's promises.                , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I am uneasy about potential conflicts with this person.          , I refrain from investing trust in this relationship.             , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I do not engage in confidences with this person.                 , I believe this person will not act in my best interest.          , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I will not seek advice from this person.                         , I suspect this person feigns friendliness.                       , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I maintain emotional distance from this person.                  , I hesitate to engage deeply with this person.                    , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I refrain from investing trust in this relationship.             , I have an instinctive wariness toward this individual.           , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I ensure minimal contact with this person.                       , It's foreseeable this person will breach my trust.               , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I deliberately keep this relationship at arm's length.           , I feel threatened by this person's potential actions.            , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I suspect this person is hiding their true motives.              , This person's actions evoke distressing emotions in me.          , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I feel defensive when this person is involved.                   , This person appears likely to be duplicitous.                    , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I doubt this person values our relationship.                     , I anticipate deception in this person's actions.                 , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 My feelings toward this person are predominantly negative.       , I foresee this person acting selfishly in our interactions.      , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I prevent dependency on this person.                             , I doubt this person values our relationship.                     , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I maintain emotional distance from this person.                  , I imagine this person seeking to outsmart me.                    , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I feel uneasy when this person approaches.                       , I feel threatened by this person's potential actions.            , Affective        , Affective        , Affective        _ Affective        ,1
 I withhold sharing important details with this individual.       , This person's motivations seem deceptive.                        , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I restrict access to my personal life from this person.          , I avoid responding to this person's attempts to get closer.      , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 This person can't be counted on for confidentiality.             , This person seems unreliable in keeping promises.                , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 My nerves become alert around this person.                       , I feel nervous around this person.                               , Affective        , Affective        , Affective        _ Affective        ,1
 My nerves become alert around this person.                       , I question the sincerity of this person's words.                 , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 There's a probability of being deceived by this person.          , This individual's integrity seems compromised.                   , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 This person might manipulate situations for their gain.          , I doubt this person will support me when needed.                 , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 Doubts haunt me in interactions with this individual.            , This person's motivations seem deceptive.                        , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I withhold sharing important details with this individual.       , This individual might exploit my vulnerabilities.                , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 This person's motivations seem deceptive.                        , This individual might exploit my vulnerabilities.                , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I have an instinctive wariness toward this individual.           , I sidestep leaving my belongings unguarded around this person.   , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I feel threatened by this person's potential actions.            , My emotions feel unsettled around this person.                   , Affective        , Affective        , Affective        _ Affective        ,1
 I have a visceral reaction when encountering this individual.    , I expect inconsistency in this person's promises.                , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I recoil emotionally at the thought of this person.              , I don't entertain partnerships with this person.                 , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I hold back from involving this person in critical tasks.        , I refrain from investing trust in this relationship.             , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I envision this person overlooking my needs.                     , This person's presence unsettles my emotional state.             , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I withhold sharing important details with this individual.       , I feel nervous around this person.                               , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I imagine this person seeking to outsmart me.                    , I abandon any thoughts of collaboration with this person.        , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 I withhold sharing important details with this individual.       , My intuition warns me against this individual.                   , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I don't risk vulnerability to this individual.                   , I hold back from involving this person in critical tasks.        , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I feel threatened by this person's potential actions.            , I shun forming close bonds with this individual.                 , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I withhold sharing important details with this individual.       , I feel defensive when this person is involved.                   , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 Trusting this person feels like a potential risk.                , This person's presence leaves me with apprehension.              , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I feel threatened by this person's potential actions.            , I doubt the veracity of this person's assurances.                , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I do not delegate responsibilities to this person.               , I choose not to initiate contact with this individual.           , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I anticipate deception in this person's actions.                 , I ensure minimal contact with this person.                       , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 I don't entertain partnerships with this person.                 , My emotions feel unsettled around this person.                   , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 This person will likely disregard my boundaries.                 , I anticipate deception in this person's actions.                 , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I'm reluctant to involve this person in my plans.                , Anxiety grips me in this person's presence.                      , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I feel cautious and protective around this person.               , I foresee this person acting selfishly in our interactions.      , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I doubt the veracity of this person's assurances.                , I emotionally retract with this person nearby.                   , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I feel cautious and protective around this person.               , I opt out of team projects with this individual.                 , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I abstain from inviting this person to personal events.          , This person's presence unsettles my emotional state.             , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 This person appears likely to be duplicitous.                    , This individual might exploit my vulnerabilities.                , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I choose not to initiate contact with this individual.           , I feel a knot in my stomach with this person nearby.             , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 My instincts prompt me to stay guarded around this person.       , I recoil emotionally at the thought of this person.              , Affective        , Affective        , Affective        _ Affective        ,1
 I do not delegate responsibilities to this person.               , I anticipate falsehoods in this individual's narratives.         , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I choose not to rely on this person for support.                 , I avoid responding to this person's attempts to get closer.      , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 This individual might exploit my vulnerabilities.                , This person might manipulate situations for their gain.          , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I sense a growing discomfort with this individual.               , I question the ethics of this person's practices.                , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 Doubts haunt me in interactions with this individual.            , I refrain from investing trust in this relationship.             , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I maintain emotional distance from this person.                  , My nerves become alert around this person.                       , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I opt out of team projects with this individual.                 , I question the sincerity of this person's words.                 , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I emotionally retract with this person nearby.                   , I suspect this person feigns friendliness.                       , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I hold my cards close with this person involved.                 , I feel threatened by this person's potential actions.            , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I refrain from investing trust in this relationship.             , I steer clear of relying on this person's input.                 , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I doubt the veracity of this person's assurances.                , I ensure minimal contact with this person.                       , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 I avoid joint ventures with this individual.                     , I sidestep leaving my belongings unguarded around this person.   , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I experience persistent negativity toward this person.           , I choose not to rely on this person for support.                 , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I believe this person will not act in my best interest.          , I consciously limit our interactions.                            , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 I sidestep financial dealings with this person.                  , I find myself tense during our interactions.                     , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I recoil emotionally at the thought of this person.              , I resist sharing vulnerabilities with this individual.           , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 I assume this person speaks insincerely about me to others.      , I anticipate falsehoods in this individual's narratives.         , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 This person seems opportunistic in our dealings.                 , My intuition warns me against this individual.                   , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I doubt the honesty of this person's intentions.                 , My intuition warns me against this individual.                   , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I sidestep leaving my belongings unguarded around this person.   , My nerves become alert around this person.                       , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 I have a visceral reaction when encountering this individual.    , I predict this person will evade accountability.                 , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I opt out of team projects with this individual.                 , I fear hidden malice in this person's actions.                   , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I question the sincerity of this person's words.                 , I doubt the veracity of this person's assurances.                , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I suspect this person feigns friendliness.                       , I expect inconsistency in this person's promises.                , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 I do not delegate responsibilities to this person.               , I maintain emotional distance from this person.                  , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I sense a growing discomfort with this individual.               , I refuse to depend on this person for anything significant.      , Affective        , Behavioral       , Affective        _ Behavioral       ,0
 This person's motivations seem deceptive.                        , This person can't be counted on for confidentiality.             , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 This person might undermine my efforts.                          , I sense stress building in this person's presence.               , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I consciously avoid letting my guard down with this person.      , This person will likely disregard my boundaries.                 , Behavioral       , Cognitive        , Behavioral       _ Cognitive        ,0
 I hold back from involving this person in critical tasks.        , I hold my cards close with this person involved.                 , Behavioral       , Behavioral       , Behavioral       _ Behavioral       ,1
 I don't risk vulnerability to this individual.                   , My feelings toward this person are predominantly negative.       , Behavioral       , Affective        , Behavioral       _ Affective        ,0
 This person appears likely to be duplicitous.                    , I sense a growing discomfort with this individual.               , Cognitive        , Affective        , Cognitive        _ Affective        ,0
 I experience unease in this person's vicinity.                   , I question the ethics of this person's practices.                , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 This individual might exploit my vulnerabilities.                , I withhold sharing important details with this individual.       , Cognitive        , Behavioral       , Cognitive        _ Behavioral       ,0
 I expect inconsistency in this person's promises.                , Trusting this person feels like a potential risk.                , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 This individual might exploit my vulnerabilities.                , This person seems unreliable in keeping promises.                , Cognitive        , Cognitive        , Cognitive        _ Cognitive        ,1
 My intuition warns me against this individual.                   , I expect this person to be disingenuous.                         , Affective        , Cognitive        , Affective        _ Cognitive        ,0
 I abstain from inviting this person to personal events.          , I experience dread when meeting this individual.                 , Behavioral       , Affective        , Behavioral       _ Affective        ,0
